date,dispersion,mean_ratio,range,regime,level_regime
2025-10-09,0.11832876472520784,0.25803306601603376,0.4306435007068797,diverged,mid
2025-10-10,0.11874707575926673,0.24651903176440568,0.42350550494626354,diverged,mid
2025-10-13,0.12466010716618799,0.2470860804610186,0.3820367140237989,diverged,mid
2025-10-14,0.12513584216343085,0.23835529378838122,0.43316925089920316,diverged,mid
2025-10-15,0.1285201309189055,0.23650779313947706,0.4374415747610793,diverged,mid
2025-10-16,0.1308457229581233,0.23233794501699992,0.4359842573556797,diverged,mid
2025-10-17,0.13019634267727703,0.22501314055078375,0.42076823997831025,diverged,mid
2025-10-20,0.13289541208917824,0.22322684642164747,0.41955673970174684,diverged,mid
2025-10-21,0.12917888885139206,0.2201404339156742,0.3916070550950442,diverged,mid
2025-10-22,0.12256565687266528,0.212487138426381,0.34558472214315417,diverged,mid
2025-10-23,0.1172756615119612,0.21467469624878352,0.31858592521083584,diverged,mid
2025-10-24,0.11337880646282573,0.22551098170690115,0.3077497482991597,diverged,mid
2025-10-27,0.10879250656976164,0.2337997183352494,0.30700024220607414,diverged,mid
2025-10-28,0.10533979285474612,0.23681124497983932,0.31522709682773364,diverged,mid
2025-10-29,0.09981120575570546,0.23459566664373324,0.3127435395004224,diverged,mid
2025-10-30,0.09466352574586151,0.23314768579500117,0.3049338597034205,diverged,mid
2025-10-31,0.09387720218169573,0.23511438926790484,0.29931340457526934,diverged,mid
2025-11-03,0.09192864165700693,0.23070407393066425,0.2989371286102166,diverged,mid
2025-11-04,0.08971382835568387,0.22644335922862657,0.2999671736288112,diverged,mid
2025-11-05,0.08981592124164524,0.22932136379217277,0.2993031213755192,diverged,mid
2025-11-06,0.08709290413913741,0.22424403628614267,0.29291310383003943,diverged,mid
2025-11-07,0.0839929702552407,0.21793477072606213,0.2839609533511714,normal,mid
2025-11-10,0.08153111372635909,0.2170831939432568,0.2744898545334526,normal,mid
2025-11-11,0.07901856426034339,0.2182100100760812,0.26726311139878106,normal,mid
2025-11-12,0.07643029206367163,0.22249417996634066,0.26559048803471463,normal,mid
2025-11-13,0.07330094021826276,0.2214708069754148,0.2604347203012647,normal,mid
2025-11-14,0.07154553264907852,0.21966034039402718,0.2533554275375717,normal,mid
2025-11-17,0.07157274424612137,0.21526106629047942,0.25467027007373466,normal,mid
2025-11-18,0.07370460569703147,0.213287934416132,0.2577867478295591,normal,mid
2025-11-19,0.0760841924451701,0.20903486584584963,0.2629003408547745,normal,mid
2025-11-20,0.07740166132137224,0.2022531092537142,0.26762769289495486,normal,mid
2025-11-21,0.08031824502121637,0.19826885013083118,0.28115158943036034,normal,low
2025-11-24,0.08326952413666758,0.1925378040145409,0.29590761137763627,normal,low
